,city_name,country_code,latitude,longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
248,butaritari,ki,3.0833333,172.8166667,82.76,75,74,11.23,1619812372
249,araceli,ph,10.5529,119.9913,82.87,69,100,6.26,1619812373
250,salalah,om,17.0175,54.0827778,82.4,78,40,4.61,1619812373
251,koudougou,bf,12.25,-2.3666667,98.94,20,98,8.28,1619812373
252,aksarka,ru,66.560556,67.7975,13.41,94,68,5.01,1619812373
253,belmonte,br,-15.85,-38.9,78.8,65,40,8.05,1619812374
254,marshall,us,44.4469444,-95.7880556,68,20,1,12.66,1619812374
255,caravelas,br,-17.75,-39.25,73.02,86,95,13.76,1619812374
256,harper,lr,4.375,-7.7169444,81.25,76,100,5.86,1619812374
257,palaiokhora,gr,35.2333333,23.6833333,73,31,98,3,1619812375
258,lalian,pk,31.82414,72.799713,80.76,41,82,3.09,1619812375
259,kokopo,pg,-4.35,152.2666667,76.03,84,96,3.53,1619812375
260,rolla,us,37.9513889,-91.7711111,77,25,1,3.44,1619812376
261,yaksatovo,ru,46.243425,48.015141,59,51,0,8.95,1619812376
262,saint-philippe,re,-21.35,55.7666667,75.2,83,0,5.75,1619812376
263,rundu,na,-17.9333333,19.7666667,73.99,42,99,2.73,1619812376
264,ostroleka,pl,53.086206,21.575663,44.01,80,100,5.23,1619812303
265,borehamwood,gb,51.65,-.266667,46.99,66,0,6.91,1619812377
266,beloha,mg,-25.1666667,45.05,72.32,75,14,4.88,1619812377
267,tumannyy,ru,68.884722,35.694444,17.42,80,85,15.05,1619812377
268,safaga,eg,26.7333333,33.9333333,84.2,28,0,9.04,1619812377
269,tres picos,mx,15.866667,-93.533333,89.13,55,92,8.46,1619812378
270,kahului,us,20.8947222,-156.4700000,75.2,100,75,16.11,1619812378
271,opuwo,na,-18.0666667,13.85,74.17,36,96,3.56,1619812378
272,ubinskoye,ru,55.306753,79.680163,42.4,71,17,7.31,1619812379
273,toliary,mg,-23.35,43.6666667,75.04,83,0,4.27,1619812379
274,osterhofen,de,48.7,13.016667,53.01,63,83,4,1619812379
275,eldikan,ru,60.8,135.183333,31.64,98,100,2.64,1619812379
276,beringovskiy,ru,63.05,179.316667,25.07,82,100,9.22,1619812380
277,cururupu,br,-1.833333,-44.866667,80.44,81,80,3.13,1619812380
278,nkayi,cg,-4.1655556,13.2927778,76.28,92,100,1.23,1619812380
279,mpika,zm,-11.8333333,31.45,62.13,91,63,3.69,1619812380
280,miranorte,br,-9.476667,-48.480278,81.34,78,97,2.48,1619812381
281,anito,ph,12.44972,125.288608,75.9,87,100,3.18,1619812381
282,trincomalee,lk,8.5666667,81.2333333,82.67,75,98,4.9,1619812381
283,sergeyevka,kz,53.88,67.415833,42.28,58,20,10.11,1619812382
284,tiksi,ru,71.687222,128.869444,30.31,83,100,3.44,1619812382
285,urozhaynoye,ru,44.788333,44.922778,52.86,85,45,9.71,1619812382
286,bourail,nc,-21.5666667,165.4833333,68.54,71,57,3.42,1619812383
287,bubaque,gw,11.2833333,-15.8333333,78.71,71,15,20.33,1619812383
288,ambon,id,-3.695426,128.181405,81.46,76,98,3.27,1619812383
289,tamandare,br,-8.75,-35.1,79.16,77,100,10.56,1619812384
290,san cristobal,ec,-0.9166667,-89.5666667,82.4,69,40,11.5,1619812384
291,karamay,cn,45.600376,84.860142,76.23,17,4,5.26,1619812384
292,luwingu,zm,-10.2666667,29.9,64.63,92,88,3.31,1619812385
293,rio grande,br,-32.033333,-52.083333,75.2,64,0,13.8,1619812385
294,eureka,us,40.8022222,-124.1625000,62.01,78,100,5.01,1619812385
295,flin flon,ca,54.766667,-101.883333,42.8,42,90,9.22,1619812386
296,el alto,pe,-4.2641667,-81.2183333,82.4,61,0,17.27,1619812386
297,sibolga,id,1.7427,98.7792,76.5,86,100,2.75,1619812386
298,aksum,et,14.124482,38.724442,69.62,45,100,5.06,1619812386
299,paullo,it,45.416667,9.4,63,88,40,1.14,1619812387
300,hofn,is,64.25,-15.216667,35.73,92,100,15.17,1619812387
301,qaanaaq,gl,77.4894444,-69.3322222,31.87,68,92,5.84,1619812387
302,palmer,us,61.5997222,-149.1127778,42.01,60,90,4.61,1619812387
303,severo-kurilsk,ru,50.678889,156.125,35.01,94,100,20.69,1619812388
304,iqaluit,ca,63.733333,-68.5,35.6,75,75,17.27,1619812388
305,sann,pk,26.041841,68.137772,86,45,40,4.61,1619812388
306,ampanihy,mg,-24.7,44.75,70.88,71,0,6.91,1619812389
307,provideniya,ru,64.383333,-173.3,28.71,59,99,0.81,1619812389
308,the valley,ai,18.2166667,-63.05,86,61,20,14.97,1619812389
309,ashqelon,il,31.669256,34.57149,73,49,0,4.61,1619812389
310,okha,ru,53.573889,142.947778,30.85,87,100,7.67,1619812390
311,batagay,ru,67.633333,134.633333,27.5,96,100,1.95,1619812390
312,luganville,vu,-15.5333333,167.1666667,78.84,83,94,9.91,1619812390
313,bairiki,ki,1.3166667,172.9666667,82.4,78,75,5.75,1619812391
314,launceston,au,-41.438759,147.134674,50,93,10,0.18,1619812391
315,sampit,id,-2.533333,112.95,73.4,98,100,0.6,1619812391
316,sola,vu,-13.8833333,167.55,80.96,74,37,17.65,1619812392
317,jambi,id,-1.6,103.616667,73.09,98,100,2.17,1619812392
318,rungata,ki,-1.35,176.4333333,82.22,76,8,8.66,1619812392
319,georgetown,sh,-7.9333333,-14.4166667,79.66,65,45,13.09,1619812392
320,avera,pf,-22.45,-151.35,75.52,83,100,13.6,1619812393
321,wapi pathum,th,15.845229,103.376785,80.01,99,100,4.18,1619812393
322,svetlyy,ru,50.818333,60.851944,46.85,61,21,5.82,1619812393
323,saldanha,za,-33.01167,17.944202,57.2,67,0,10.36,1619812394
324,mahebourg,mu,-20.4080556,57.7,77,83,20,11.5,1619812394
325,marystown,ca,47.166667,-55.166667,41.32,79,100,14.67,1619812394
326,rockingham,us,34.9391667,-79.7741667,79,27,1,9.22,1619812394
327,tessalit,ml,20.2013889,1.0088889,89.47,21,97,28.1,1619812395
328,kerema,pg,-7.9666667,145.7666667,75.15,86,99,3.13,1619812395
329,terrace,ca,54.5,-128.583333,48.2,81,90,21.85,1619812395
330,chagoda,ru,59.1371,35.2916,34.09,98,100,6.55,1619812396
331,leningradskiy,ru,69.383333,178.416667,16.92,88,100,21.83,1619812396
332,ulaangom,mn,49.9666667,92.0333333,53.22,38,62,5.84,1619812396
333,mareeba,au,-16.995001,145.423233,71.6,83,75,6.91,1619812396
334,galle,lk,6.0536111,80.2116667,79.2,83,100,1.19,1619812397
335,saquarema,br,-22.933333,-42.5,77,69,20,5.75,1619812397
336,yuli,tw,23.3333333,121.3,69.03,42,100,6.24,1619812397
337,adzope,ci,6.106944,-3.861944,79.88,77,54,5.66,1619812398
338,porbandar,in,21.633333,69.6,83.23,73,100,10.74,1619812398
339,kawalu,id,-7.3817,108.2082,72.12,95,89,2.48,1619812398
340,mabay,ph,6.057723,124.466607,78.62,85,98,5.01,1619812399
341,nicoya,cr,10.148275,-85.452013,87.55,53,80,3.22,1619812399
342,panjab,af,34.387949,67.023273,46.51,80,100,3.87,1619812399
343,maceio,br,-9.666667,-35.716667,80.6,78,40,16.11,1619812400
344,lorengau,pg,-2.0166667,147.2666667,79.9,78,100,3.04,1619812400
345,drexel heights,us,32.1411111,-111.0277778,87.01,13,1,13.8,1619812400
346,tarata,pe,-17.4744444,-70.0327778,71.6,53,0,6.91,1619812400
347,tautira,pf,-17.7333333,-149.15,82.4,78,75,9.22,1619812401
348,iaciara,br,-14.15,-46.666667,78.44,60,100,4.61,1619812401
349,valparaiso,cl,-33.047778,-71.601111,66.2,63,20,4.61,1619812119
350,vredendal,za,-31.668329,18.501192,56.35,70,0,6.15,1619812402
351,carahue,cl,-38.7,-73.166667,60.8,72,90,13.8,1619812402
352,amahai,id,-3.333333,128.916667,78.35,81,98,2.04,1619812402
353,mandalgovi,mn,45.75,106.2666667,37.89,53,100,6.64,1619812402
354,bilibino,ru,68.05,166.333333,4.5,89,32,0.6,1619812403
355,attawapiskat,ca,52.916667,-82.433333,32,47,40,19.57,1619812403
356,hereford,us,34.8150000,-102.3972222,75.2,19,1,11.5,1619812403
357,zyryanovsk,kz,49.738611,84.271944,52.88,83,100,4.7,1619812404
358,rio gallegos,ar,-51.622613,-69.218127,46.4,81,20,8.05,1619812404
359,simao,cn,22.788627,100.974807,61.83,94,72,2.17,1619812404
360,luwero,ug,0.8491667,32.4730556,63.21,97,100,2.98,1619812405
361,beltangadi,in,13.983333,75.3,73.11,83,5,3.62,1619812405
362,mhango,tz,-3.2833333,32.85,66.85,83,84,5.17,1619812405
363,sabang,id,5.893333,95.321389,82.56,73,95,4.05,1619812405
364,abu dhabi,ae,24.466667,54.366667,82.4,65,0,5.75,1619812226
365,quelimane,mz,-17.8786111,36.8883333,80.6,89,0,6.91,1619812406
366,tawau,my,4.2498,117.8871,77,94,20,3.44,1619812406
367,enid,us,36.3955556,-97.8780556,77,41,1,9.22,1619812406
368,bodden town,ky,19.2833333,-81.25,86,70,20,9.22,1619812407
369,sambava,mg,-14.2666667,50.1666667,75.96,90,8,8.23,1619812407
370,kota tinggi,my,1.7381,103.8999,77,94,20,1.14,1619812407
371,liberal,us,37.0430556,-100.9205556,75.2,19,1,5.75,1619812407
372,daru,pg,-9.0833333,143.2,77.67,84,98,9.19,1619812408
373,berlevag,no,70.85,29.1,24.8,86,20,4.61,1619812408
374,lukovetskiy,ru,64.2956,41.9211,33.8,86,40,3.18,1619812408
375,coruripe,br,-10.133333,-36.166667,79.2,77,28,10.51,1619812409
376,labuhan,id,-6.3784,105.83,77.85,87,100,4.18,1619812409
377,mangrol,in,21.116667,70.116667,82.38,75,100,8.46,1619812409
378,ulladulla,au,-35.359058,150.472473,54,100,3,3.44,1619812410
379,taoudenni,ml,22.6666667,-3.9833333,77.4,56,90,34.27,1619812410
380,sao gabriel da cachoeira,br,-.133333,-67.083333,77,88,40,5.75,1619812410
381,korla,cn,41.759722,86.146944,71.24,19,0,1.61,1619812410
382,yanan,cn,36.598889,109.491667,52.14,30,4,3.87,1619812411
383,seymchan,ru,62.883333,152.433333,28.72,95,100,1.21,1619812411
384,marrakesh,ma,31.631485,-8.008281,59,63,75,2.3,1619812411
385,araouane,ml,18.9,-3.55,88.05,30,98,7.96,1619812412
386,necochea,ar,-38.547259,-58.736753,73,46,0,13,1619812412
387,pevek,ru,69.700833,170.313333,15.44,92,100,11.41,1619812412
388,qingyuan,cn,23.7,113.033333,77,78,0,4.47,1619812412
389,haines junction,ca,60.75,-137.5,46.4,42,100,11.5,1619812413
390,shambu,et,9.566667,37.1,54.68,84,96,1.63,1619812413
391,nkhotakota,mw,-12.9166667,34.3,73.54,80,22,2.82,1619812413
392,egvekinot,ru,66.316667,-179.166667,19.78,91,99,0.43,1619812413
393,uyutne,ua,45.197689,33.297956,52,75,10,8.39,1619812414
394,kracheh,kh,12.4833333,106.0166667,77.7,86,96,2.01,1619812414
395,cairns,au,-16.92304,145.766251,71.6,83,75,6.91,1619812414
396,doume,cm,4.2333333,13.45,76.17,73,87,1.32,1619812415
397,port lincoln,au,-34.72625,135.87442,67.57,42,100,11.45,1619812415
398,ossora,ru,59.235278,163.071944,30.36,84,56,3.58,1619812415
399,luziania,br,-16.25,-47.933333,77,65,40,11.5,1619812415
400,notodden,no,59.566667,9.283333,42.01,51,58,1.01,1619812416
401,krasnoselkup,ru,65.7,82.466667,33.1,97,100,13.62,1619812416
402,pryazha,ru,61.692584,33.621586,37.4,60,26,4.47,1619812416
403,bonavista,ca,48.633333,-53.1,51.8,62,100,4.61,1619812417
404,saint-georges,gf,3.9,-51.8,84.2,70,75,4.61,1619812417
405,san andres,co,12.584722,-81.700556,86,62,40,10.36,1619812417
406,mullaitivu,lk,9.2666667,80.8166667,81.93,79,100,4.9,1619812417
407,los llanos de aridane,es,28.658507,-17.918211,66.2,63,75,17.27,1619812418
408,zverinogolovskoye,ru,54.458611,64.854167,40.66,53,3,7.65,1619812418
409,khonuu,ru,66.45,143.1,27.27,96,94,2.59,1619812418
410,naron,es,43.516667,-8.152778,53.01,76,40,8.05,1619812419
411,miracatu,br,-24.283333,-47.466667,69.39,72,56,4.23,1619812419
412,ballina,au,-28.86414,153.565414,62.6,100,90,4.61,1619812419
413,ecoporanga,br,-18.383333,-40.833333,73.58,67,95,10.09,1619812419
414,el balyana,eg,26.2386111,32.0030556,86,8,0,6.91,1619812420
415,poso,id,-1.3959,120.7524,78.01,80,98,3.76,1619812420
416,medina del campo,es,41.312394,-4.914133,51.8,87,75,9.22,1619812420
417,buqayq,sa,25.937103,49.677613,80.6,47,0,9.73,1619812421
418,sheridan,us,44.7972222,-106.9555556,82,19,1,3.47,1619812421
419,waingapu,id,-9.6567,120.2641,77,86,11,5.79,1619812421
420,aflu,dz,34.1088889,2.1019444,56.17,70,100,27.67,1619812421
421,san patricio,mx,19.216667,-104.7,82.4,74,20,11.5,1619812422
422,jumla,np,29.25,82.25,45.52,88,62,3.58,1619812422
423,liverpool,ca,44.033333,-64.716667,46.99,92,100,23.02,1619812422
424,changping,cn,40.218611,116.219722,42.01,93,0,4.47,1619812423
425,portobelo,pa,9.55,-79.65,78.8,83,40,6.91,1619812423
426,flinders,au,-32.79924,134.211594,69.4,35,100,16.93,1619812423
427,mackay,au,-21.15345,149.165543,66.2,88,75,9.22,1619812423
428,mungaa,tz,-4.9666667,34.8833333,60.04,95,85,6.08,1619812424
429,praia da vitoria,pt,38.733333,-27.066667,61,63,20,2.57,1619812424
430,qarqin,af,37.404464,66.074375,74.79,46,88,13.69,1619812424
431,polazna,ru,58.294584,56.405459,33.8,64,0,2.24,1619812425
432,batouri,cm,4.4333333,14.3666667,71.42,82,57,2.55,1619812425
433,durban,za,-29.857896,31.029198,64.99,68,40,11.5,1619812425
434,temaraia,ki,-0.6666667,174.45,82.89,73,100,11.48,1619812425
435,adilabad,in,19.666667,78.533333,91.27,26,12,11.56,1619812426
436,yumen,cn,39.833333,97.733333,57.07,13,100,4.18,1619812426
437,koungou,yt,-12.7336111,45.2041667,80.6,83,20,5.75,1619812426
438,maniitsoq,gl,65.4166667,-52.9,35.53,73,10,3.22,1619812427
439,agadez,ne,16.9738889,7.9908333,88.36,4,0,10.51,1619812427
440,anklam,de,53.866667,13.7,42.01,78,12,5.12,1619812427
441,port hardy,ca,50.716667,-127.5,51.8,82,75,12.66,1619812427
442,grindavik,is,63.833333,-22.433333,39.2,70,40,20.71,1619812428
443,kieta,pg,-6.2166667,155.6333333,78.3,82,32,1.25,1619812428
444,kushmurun,kz,52.450278,64.631111,45.9,55,46,7.31,1619812428
445,deputatskiy,ru,69.3,139.9,18.54,97,96,1.43,1619812429
446,igarka,ru,67.4655,86.6027,26.55,87,60,12.03,1619812429
447,hwange,zw,-18.3666667,26.4833333,72,66,76,1.57,1619812429
448,ardakan,ir,32.310011,54.017474,77,25,0,6.91,1619812382
449,lagoa,pt,39.05,-27.983333,58.69,66,100,6.24,1619812430
450,redlands,us,39.0788889,-108.6350000,82.99,13,1,5.75,1619812430
451,marovoay,mg,-16.1,46.6333333,80.6,94,20,4.76,1619812430
452,shenjiamen,cn,29.957625,122.298017,60.96,92,86,4.05,1619812431
453,eagle pass,us,28.7088889,-100.4991667,73,78,90,13.8,1619812431
454,gazanjyk,tm,39.2430556,55.5169444,72.99,50,42,7.54,1619812431
455,nadym,ru,65.533333,72.516667,30.88,85,100,14.25,1619812418
456,geraldton,au,-28.778971,114.614594,57.2,54,92,12.66,1619812432
457,sitka,us,57.0530556,-135.3300000,46.4,87,90,4.61,1619812432
458,antofagasta,cl,-23.65,-70.4,64.4,68,0,12.66,1619812432
459,baryatino,ru,54.31206,34.520959,47.98,94,100,8.19,1619812432
460,kadykchan,ru,63.033333,146.833333,27.14,95,100,1.63,1619812433
461,shache,cn,38.416667,77.240556,70.61,13,0,7.27,1619812433
462,show low,us,34.2541667,-110.0291667,75.2,14,1,6.91,1619812433
463,ovsyanka,ru,55.9583,92.572,39.2,60,0,2.24,1619812433
464,lubao,cd,-5.366667,25.75,71.55,93,100,3.15,1619812434
465,riyadh,sa,24.653664,46.71522,93.2,11,0,6.91,1619812434
466,lengshuijiang,cn,27.688056,111.429444,67.03,73,48,2.68,1619812434
467,tawang,in,27.583333,91.866667,43.68,83,30,4.65,1619812435
468,manitouwadge,ca,49.133333,-85.8,50,23,20,18.41,1619812435
469,surany,sk,48.0833333,18.1833333,59,72,0,8.05,1619812435
470,prince george,ca,53.916667,-122.766667,55.4,41,1,10.36,1619812435
471,road town,vg,18.4166667,-64.6166667,84.2,61,40,10.36,1619812207
472,galesong,id,-5.3166,119.3661,71.6,94,20,1.14,1619812436
473,abay,kz,49.631111,72.853889,33.8,60,0,6.71,1619812436
474,ucluelet,ca,48.933333,-125.516667,51.01,93,75,9.22,1619812213
475,arrecife,es,28.965706,-13.551378,66.2,59,20,17.27,1619812437
476,akyab,mm,20.15,92.9,80.62,78,0,2.46,1619812437
477,akdepe,tm,42.05,59.4,66.2,34,0,16.11,1619812437
478,comodoro rivadavia,ar,-45.864135,-67.496558,68,45,0,10.36,1619812437
479,coruche,pt,38.959546,-8.525235,55,61,3,4,1619812438
480,batesville,us,35.7697222,-91.6408333,78.01,35,1,6.91,1619812438
481,port hedland,au,-20.312149,118.610588,73.4,83,2,6.91,1619812438
482,la paz,mx,24.166667,-110.3,87.01,13,1,16.11,1619812199
483,malko tarnovo,bg,41.9833333,27.5333333,60.8,77,0,10.36,1619812438
484,ambilobe,mg,-13.2,49.05,74.32,94,21,2.28,1619812439
485,sakakah,sa,29.969742,40.206414,87.8,12,0,3.44,1619812439
486,wanaka,nz,-44.7,169.15,41.99,89,20,1.57,1619812190
487,tungkang,tw,22.4647222,120.4494444,75,83,40,3.44,1619812439
488,cortez,us,37.3488889,-108.5852778,75.2,16,1,10.36,1619812440
489,denpasar,id,-8.65,115.216667,78.8,94,20,2.3,1619812440
490,barsovo,ru,61.166667,73.166667,37.4,93,75,6.71,1619812440
491,jiddah,sa,21.516944,39.219167,89.6,45,0,4.61,1619812441
492,les cayes,ht,18.2,-73.75,82.92,64,71,6.8,1619812441
493,ishigaki,jp,24.344782,124.157167,75.29,91,100,12.44,1619812441
494,rawson,ar,-43.300158,-65.10228,71.1,28,100,3.74,1619812257
495,paamiut,gl,62.0,-49.75,37.33,85,0,6.82,1619812441
496,wamba,cd,2.15,28,68.41,99,100,3.62,1619812442
497,ust-kuyga,ru,70.016667,135.6,29.68,91,98,3.04,1619812442
498,monte alegre de minas,br,-18.866667,-48.866667,75.2,57,40,12.66,1619812443
499,bereda,so,11.85,51.05,81.63,77,100,8.84,1619812443
